"","PROBEID","logFC","AveExpr","t","P.Value","adj.P.Val","B","SYMBOL","GENENAME"
"7389","217707_x_at",-0.720611854890924,8.95077170091589,-11.3014057456274,4.84399729946083e-20,2.02236675650576e-18,34.9475069969025,"SMARCA2","SWI/SNF related BAF chromatin remodeling complex subunit ATPase 2"
"9050","221718_s_at",-0.954402331112247,10.0276757942617,-11.3013072757422,4.84649215982621e-20,2.02236675650576e-18,34.9469952143833,"AKAP13","A-kinase anchoring protein 13"
"8266","219295_s_at",-1.54752108682513,5.81089559748598,-11.2977404518508,4.93773514821e-20,2.05658976275819e-18,34.9284569101001,"PCOLCE2","procollagen C-endopeptidase enhancer 2"
"4891","211066_x_at",-0.876492217549268,10.6023190504206,-11.2860891371591,5.24795014326802e-20,2.18171778064256e-18,34.8678964168621,"PCDHGC3","protocadherin gamma subfamily C, 3"
"4892","211066_x_at",-0.876492217549268,10.6023190504206,-11.2860891371591,5.24795014326802e-20,2.18171778064256e-18,34.8678964168621,"PCDHGB4","protocadherin gamma subfamily B, 4"
"4893","211066_x_at",-0.876492217549268,10.6023190504206,-11.2860891371591,5.24795014326802e-20,2.18171778064256e-18,34.8678964168621,"PCDHGA8","protocadherin gamma subfamily A, 8"
"4894","211066_x_at",-0.876492217549268,10.6023190504206,-11.2860891371591,5.24795014326802e-20,2.18171778064256e-18,34.8678964168621,"PCDHGA12","protocadherin gamma subfamily A, 12"
"4895","211066_x_at",-0.876492217549268,10.6023190504206,-11.2860891371591,5.24795014326802e-20,2.18171778064256e-18,34.8678964168621,"PCDHGC5","protocadherin gamma subfamily C, 5"
"4896","211066_x_at",-0.876492217549268,10.6023190504206,-11.2860891371591,5.24795014326802e-20,2.18171778064256e-18,34.8678964168621,"PCDHGC4","protocadherin gamma subfamily C, 4"
"4897","211066_x_at",-0.876492217549268,10.6023190504206,-11.2860891371591,5.24795014326802e-20,2.18171778064256e-18,34.8678964168621,"PCDHGB7","protocadherin gamma subfamily B, 7"
"4898","211066_x_at",-0.876492217549268,10.6023190504206,-11.2860891371591,5.24795014326802e-20,2.18171778064256e-18,34.8678964168621,"PCDHGB6","protocadherin gamma subfamily B, 6"
"4899","211066_x_at",-0.876492217549268,10.6023190504206,-11.2860891371591,5.24795014326802e-20,2.18171778064256e-18,34.8678964168621,"PCDHGB5","protocadherin gamma subfamily B, 5"
"4900","211066_x_at",-0.876492217549268,10.6023190504206,-11.2860891371591,5.24795014326802e-20,2.18171778064256e-18,34.8678964168621,"PCDHGB3","protocadherin gamma subfamily B, 3"
"4901","211066_x_at",-0.876492217549268,10.6023190504206,-11.2860891371591,5.24795014326802e-20,2.18171778064256e-18,34.8678964168621,"PCDHGB2","protocadherin gamma subfamily B, 2"
"4902","211066_x_at",-0.876492217549268,10.6023190504206,-11.2860891371591,5.24795014326802e-20,2.18171778064256e-18,34.8678964168621,"PCDHGB1","protocadherin gamma subfamily B, 1"
"4903","211066_x_at",-0.876492217549268,10.6023190504206,-11.2860891371591,5.24795014326802e-20,2.18171778064256e-18,34.8678964168621,"PCDHGA11","protocadherin gamma subfamily A, 11"
"4904","211066_x_at",-0.876492217549268,10.6023190504206,-11.2860891371591,5.24795014326802e-20,2.18171778064256e-18,34.8678964168621,"PCDHGA10","protocadherin gamma subfamily A, 10"
"4905","211066_x_at",-0.876492217549268,10.6023190504206,-11.2860891371591,5.24795014326802e-20,2.18171778064256e-18,34.8678964168621,"PCDHGA9","protocadherin gamma subfamily A, 9"
"4906","211066_x_at",-0.876492217549268,10.6023190504206,-11.2860891371591,5.24795014326802e-20,2.18171778064256e-18,34.8678964168621,"PCDHGA7","protocadherin gamma subfamily A, 7"
"4907","211066_x_at",-0.876492217549268,10.6023190504206,-11.2860891371591,5.24795014326802e-20,2.18171778064256e-18,34.8678964168621,"PCDHGA6","protocadherin gamma subfamily A, 6"
"4908","211066_x_at",-0.876492217549268,10.6023190504206,-11.2860891371591,5.24795014326802e-20,2.18171778064256e-18,34.8678964168621,"PCDHGA5","protocadherin gamma subfamily A, 5"
"4909","211066_x_at",-0.876492217549268,10.6023190504206,-11.2860891371591,5.24795014326802e-20,2.18171778064256e-18,34.8678964168621,"PCDHGA4","protocadherin gamma subfamily A, 4"
"4910","211066_x_at",-0.876492217549268,10.6023190504206,-11.2860891371591,5.24795014326802e-20,2.18171778064256e-18,34.8678964168621,"PCDHGA3","protocadherin gamma subfamily A, 3"
"4911","211066_x_at",-0.876492217549268,10.6023190504206,-11.2860891371591,5.24795014326802e-20,2.18171778064256e-18,34.8678964168621,"PCDHGA2","protocadherin gamma subfamily A, 2"
"4912","211066_x_at",-0.876492217549268,10.6023190504206,-11.2860891371591,5.24795014326802e-20,2.18171778064256e-18,34.8678964168621,"PCDHGA1","protocadherin gamma subfamily A, 1"
"8532","219958_at",-0.553148043586559,7.59240202595327,-11.2828237720699,5.33834095959754e-20,2.21516297211754e-18,34.8509229058477,"TMEM74B","transmembrane protein 74B"
"8903","221272_s_at",-0.567767063162908,7.15616591629907,-11.2797301001925,5.42541718509259e-20,2.24711098764718e-18,34.8348414638487,"C1orf21","chromosome 1 open reading frame 21"
"3737","208633_s_at",-0.990966876291694,9.14597844491589,-11.2697460994829,5.71625505631582e-20,2.3631783194784e-18,34.7829402593233,"MACF1","microtubule actin crosslinking factor 1"
"4356","209656_s_at",-1.64787484520092,9.41515298788785,-11.2597058555049,6.02448201450146e-20,2.47849421647659e-18,34.7307426409924,"TMEM47","transmembrane protein 47"
"4446","209836_x_at",1.0282040563962,8.63960581009346,11.259722545477,6.02395607577449e-20,2.47849421647659e-18,34.730829412819,"BOLA2","bolA family member 2"
"4447","209836_x_at",1.0282040563962,8.63960581009346,11.259722545477,6.02395607577449e-20,2.47849421647659e-18,34.730829412819,"BOLA2B","bolA family member 2B"
"6704","215146_s_at",-0.883983588869104,7.15308038714953,-11.2595765182092,6.02855928434372e-20,2.47849421647659e-18,34.7300702108901,"TTC28","tetratricopeptide repeat domain 28"
"3749","208658_at",0.987146445085142,8.25767812591589,11.2584216518358,6.06508839309814e-20,2.48892015954707e-18,34.7240659820019,"PDIA4","protein disulfide isomerase family A member 4"
"2858","205700_at",-1.66925349489198,8.74740915185047,-11.2479611721363,6.40622434103089e-20,2.62407898880867e-18,34.6696788293187,"HSD17B6","hydroxysteroid 17-beta dehydrogenase 6"
"722","201709_s_at",0.52999384758691,10.0966651402243,11.2346477878993,6.86833636949978e-20,2.80820439122135e-18,34.6004523556374,"NIPSNAP1","nipsnap homolog 1"
"1600","203320_at",-0.715629296755806,8.60392221761682,-11.2245711866497,7.24017094006437e-20,2.95481188749916e-18,34.5480518126078,"SH2B3","SH2B adaptor protein 3"
"1368","202871_at",0.868034267659041,6.88648702142056,11.2239397634336,7.26413116288559e-20,2.95917065269798e-18,34.5447681425935,"TRAF4","TNF receptor associated factor 4"
"3727","208611_s_at",-0.669672113899363,10.0755833923551,-11.2164085449991,7.55611065298204e-20,3.07249660000728e-18,34.5056014163225,"SPTAN1","spectrin alpha, non-erythrocytic 1"
"1714","203542_s_at",-1.40361429156158,8.85131525991589,-11.2155327830519,7.59081728029962e-20,3.08098691178354e-18,34.5010468029418,"KLF9","KLF transcription factor 9"
"1599","203316_s_at",0.948172381660445,9.87995822303738,11.2132678784358,7.68131810838583e-20,3.11205111653021e-18,34.489267479181,"SNRPE","small nuclear ribonucleoprotein polypeptide E"
"6514","214710_s_at",1.47127816885679,7.60720905746729,11.2110550720325,7.77078074690184e-20,3.1425827111291e-18,34.4777589196166,"CCNB1","cyclin B1"
"7932","218654_s_at",0.684148605369105,9.25110202909346,11.2093383298804,7.84090599069785e-20,3.16519761215073e-18,34.4688302069697,"MRPS33","mitochondrial ribosomal protein S33"
"4544","210051_at",-0.53365236089022,6.94644836392523,-11.2079781421796,7.89691647573796e-20,3.18204321571192e-18,34.4617558416202,"RAPGEF3","Rap guanine nucleotide exchange factor 3"
"844","201906_s_at",-0.953433999169249,9.34550986084112,-11.206711970105,7.94941560182763e-20,3.19741566526219e-18,34.4551703906698,"CTDSPL","CTD small phosphatase like"
"2817","205611_at",-0.511576944380017,7.72146853503738,-11.2029915864838,8.10570454973655e-20,3.25440386453657e-18,34.4358200609625,"TNFSF12","TNF superfamily member 12"
"2486","204922_at",0.728478095026745,6.24878453668224,11.1908461418356,8.63766301184227e-20,3.46174541174247e-18,34.3726459821388,"TOP6BL","TOP6B like initiator of meiotic double strand breaks"
"8107","218982_s_at",1.00623775225616,8.54648879684112,11.1834015344052,8.98087100468986e-20,3.59283211126578e-18,34.3339204190011,"MRPS17","mitochondrial ribosomal protein S17"
"4596","210139_s_at",-1.09607223484343,11.1341820418224,-11.1675998223979,9.75529159534371e-20,3.89564807561011e-18,34.2517158866896,"PMP22","peripheral myelin protein 22"
"7577","218039_at",1.59229444984166,8.50316092237383,11.166095310661,9.83242552505468e-20,3.91942643962063e-18,34.243888558716,"NUSAP1","nucleolar and spindle associated protein 1"
"3626","208190_s_at",0.995401616628428,9.26181619618692,11.1634930893864,9.96728185797985e-20,3.96013966330124e-18,34.23035012638,"LSR","lipolysis stimulated lipoprotein receptor"
"9102","221828_s_at",-0.723900342248062,6.7679152122243,-11.1634390034644,9.97010434462143e-20,3.96013966330124e-18,34.230068733956,"MVB12B","multivesicular body subunit 12B"
"6907","215836_s_at",-0.892488546065803,10.0243729849252,-11.1585509929646,1.02285193720948e-19,4.05555333039839e-18,34.204637482775,"PCDHGC3","protocadherin gamma subfamily C, 3"
"6908","215836_s_at",-0.892488546065803,10.0243729849252,-11.1585509929646,1.02285193720948e-19,4.05555333039839e-18,34.204637482775,"PCDHGB4","protocadherin gamma subfamily B, 4"
"6909","215836_s_at",-0.892488546065803,10.0243729849252,-11.1585509929646,1.02285193720948e-19,4.05555333039839e-18,34.204637482775,"PCDHGA8","protocadherin gamma subfamily A, 8"
"6910","215836_s_at",-0.892488546065803,10.0243729849252,-11.1585509929646,1.02285193720948e-19,4.05555333039839e-18,34.204637482775,"PCDHGA12","protocadherin gamma subfamily A, 12"
"6911","215836_s_at",-0.892488546065803,10.0243729849252,-11.1585509929646,1.02285193720948e-19,4.05555333039839e-18,34.204637482775,"PCDHGC5","protocadherin gamma subfamily C, 5"
"6912","215836_s_at",-0.892488546065803,10.0243729849252,-11.1585509929646,1.02285193720948e-19,4.05555333039839e-18,34.204637482775,"PCDHGC4","protocadherin gamma subfamily C, 4"
"6913","215836_s_at",-0.892488546065803,10.0243729849252,-11.1585509929646,1.02285193720948e-19,4.05555333039839e-18,34.204637482775,"PCDHGB7","protocadherin gamma subfamily B, 7"
"6914","215836_s_at",-0.892488546065803,10.0243729849252,-11.1585509929646,1.02285193720948e-19,4.05555333039839e-18,34.204637482775,"PCDHGB6","protocadherin gamma subfamily B, 6"
"6915","215836_s_at",-0.892488546065803,10.0243729849252,-11.1585509929646,1.02285193720948e-19,4.05555333039839e-18,34.204637482775,"PCDHGB5","protocadherin gamma subfamily B, 5"
"6916","215836_s_at",-0.892488546065803,10.0243729849252,-11.1585509929646,1.02285193720948e-19,4.05555333039839e-18,34.204637482775,"PCDHGB3","protocadherin gamma subfamily B, 3"
"6917","215836_s_at",-0.892488546065803,10.0243729849252,-11.1585509929646,1.02285193720948e-19,4.05555333039839e-18,34.204637482775,"PCDHGB2","protocadherin gamma subfamily B, 2"
"6918","215836_s_at",-0.892488546065803,10.0243729849252,-11.1585509929646,1.02285193720948e-19,4.05555333039839e-18,34.204637482775,"PCDHGB1","protocadherin gamma subfamily B, 1"
"6919","215836_s_at",-0.892488546065803,10.0243729849252,-11.1585509929646,1.02285193720948e-19,4.05555333039839e-18,34.204637482775,"PCDHGA11","protocadherin gamma subfamily A, 11"
"6920","215836_s_at",-0.892488546065803,10.0243729849252,-11.1585509929646,1.02285193720948e-19,4.05555333039839e-18,34.204637482775,"PCDHGA10","protocadherin gamma subfamily A, 10"
"6921","215836_s_at",-0.892488546065803,10.0243729849252,-11.1585509929646,1.02285193720948e-19,4.05555333039839e-18,34.204637482775,"PCDHGA9","protocadherin gamma subfamily A, 9"
"6922","215836_s_at",-0.892488546065803,10.0243729849252,-11.1585509929646,1.02285193720948e-19,4.05555333039839e-18,34.204637482775,"PCDHGA7","protocadherin gamma subfamily A, 7"
"6923","215836_s_at",-0.892488546065803,10.0243729849252,-11.1585509929646,1.02285193720948e-19,4.05555333039839e-18,34.204637482775,"PCDHGA6","protocadherin gamma subfamily A, 6"
"6924","215836_s_at",-0.892488546065803,10.0243729849252,-11.1585509929646,1.02285193720948e-19,4.05555333039839e-18,34.204637482775,"PCDHGA5","protocadherin gamma subfamily A, 5"
"6925","215836_s_at",-0.892488546065803,10.0243729849252,-11.1585509929646,1.02285193720948e-19,4.05555333039839e-18,34.204637482775,"PCDHGA4","protocadherin gamma subfamily A, 4"
"6926","215836_s_at",-0.892488546065803,10.0243729849252,-11.1585509929646,1.02285193720948e-19,4.05555333039839e-18,34.204637482775,"PCDHGA3","protocadherin gamma subfamily A, 3"
"6927","215836_s_at",-0.892488546065803,10.0243729849252,-11.1585509929646,1.02285193720948e-19,4.05555333039839e-18,34.204637482775,"PCDHGA2","protocadherin gamma subfamily A, 2"
"6928","215836_s_at",-0.892488546065803,10.0243729849252,-11.1585509929646,1.02285193720948e-19,4.05555333039839e-18,34.204637482775,"PCDHGA1","protocadherin gamma subfamily A, 1"
"8567","220024_s_at",-0.772396217350813,8.10799043207477,-11.1476266873003,1.08305635033788e-19,4.28663315356642e-18,34.1477976107066,"PRX","periaxin"
"4567","210087_s_at",0.627507117678043,7.91210742350467,11.1454891350693,1.09524525899881e-19,4.32718973515434e-18,34.1366752905129,"MPZL1","myelin protein zero like 1"
"5666","212741_at",-1.57752404202886,10.7404542603364,-11.1404829865884,1.12433201448817e-19,4.43424606705132e-18,34.1106261781149,"MAOA","monoamine oxidase A"
"694","201666_at",1.29506966575228,11.7996434876075,11.1344425784572,1.16045974015917e-19,4.56864388515315e-18,34.0791942,"TIMP1","TIMP metallopeptidase inhibitor 1"
"1357","202854_at",1.00831656891942,9.14916601787851,11.1333996172221,1.16681436461091e-19,4.58555987418429e-18,34.0737668984177,"HPRT1","hypoxanthine phosphoribosyltransferase 1"
"8475","219787_s_at",1.66432684778184,6.08571100642056,11.1330132968637,1.16917699741191e-19,4.58675546361437e-18,34.0717565771479,"ECT2","epithelial cell transforming 2"
"4408","209773_s_at",1.49917104062385,8.27874333466355,11.1282384550715,1.19877725252441e-19,4.6946139750442e-18,34.0469089816978,"RRM2","ribonucleotide reductase regulatory subunit M2"
"1954","203961_at",-1.30649060858585,9.74617860676635,-11.1187748190634,1.25968047840694e-19,4.92446668427049e-18,33.9976592339846,"NEBL","nebulette"
"5540","212486_s_at",-0.795351948886345,6.68519539901869,-11.1112096539771,1.31058720833268e-19,5.11450346116938e-18,33.9582871116429,"FYN","FYN proto-oncogene, Src family tyrosine kinase"
"591","201516_at",0.668938124452851,8.66636998308411,11.107988760939,1.33288142868369e-19,5.19241204114663e-18,33.9415237128961,"SRM","spermidine synthase"
"6115","213664_at",-1.93709124093913,8.74000714863551,-11.1063060592725,1.3446792933738e-19,5.22923013861227e-18,33.9327658156472,"SLC1A1","solute carrier family 1 member 1"
"4065","209169_at",-0.966899441459535,5.26561428425234,-11.1030957355736,1.36747856303434e-19,5.30862801743803e-18,33.9160568926928,"GPM6B","glycoprotein M6B"
"1721","203554_x_at",0.975276534941237,10.2194017798318,11.1014456860339,1.37934718535013e-19,5.34539014454902e-18,33.9074686667351,"PTTG1","PTTG1 regulator of sister chromatid separation, securin"
"2731","205414_s_at",-1.07606426571076,6.22700958640187,-11.0879162110883,1.48063590043026e-19,5.72795308494575e-18,33.8370466184789,"ARHGAP44","Rho GTPase activating protein 44"
"796","201839_s_at",1.13451125184272,10.5489823592991,11.0854663433198,1.49975789364795e-19,5.79187264196835e-18,33.8242942002571,"EPCAM","epithelial cell adhesion molecule"
"2394","204755_x_at",-1.19497549695391,7.57825245627103,-11.0780732910593,1.55897523256459e-19,6.0101462123247e-18,33.7858095784871,"HLF","HLF transcription factor, PAR bZIP family member"
"4134","209293_x_at",-0.748974107705137,7.76990604895327,-11.0745694506909,1.58785272030146e-19,6.11090192857987e-18,33.7675696693309,"ID4","inhibitor of DNA binding 4"
"5904","213221_s_at",-0.666119907871916,6.92522485270093,-11.0724133000687,1.60588858763087e-19,6.16965782727219e-18,33.7563452169988,"SIK2","salt inducible kinase 2"
"800","201843_s_at",-1.58800157398874,8.5769425588972,-11.0681432359109,1.64221467200391e-19,6.29835964479571e-18,33.7341157435074,"EFEMP1","EGF-like fibulin extracellular matrix protein 1"
"4188","209390_at",-0.516529742331459,8.55557149084112,-11.0671158649659,1.65107677511855e-19,6.32146800343071e-18,33.7287672778025,"TSC1","TSC complex subunit 1"
"4612","210190_at",-0.705042974822658,5.48970053438318,-11.0649745877465,1.66970165055348e-19,6.37603174840391e-18,33.7176197361874,"STX11","syntaxin 11"
"8100","218974_at",-1.16752346812807,7.40643364338318,-11.0648204058092,1.67105081948925e-19,6.37603174840391e-18,33.7168170555391,"SOBP","sine oculis binding protein homolog"
"1213","202589_at",1.48261285162209,8.31314983085047,11.0639412220303,1.67876500233898e-19,6.39451633284095e-18,33.7122399560793,"TYMS","thymidylate synthetase"
"279","200986_at",-1.18974590286664,10.5860774308411,-11.0588421894605,1.72421356651979e-19,6.55642506873044e-18,33.6856935042324,"SERPING1","serpin family G member 1"
"7146","216620_s_at",-0.846695217914853,9.3992096833271,-11.0580023030695,1.73181692051298e-19,6.57411864391663e-18,33.6813208294452,"ARHGEF10","Rho guanine nucleotide exchange factor 10"
"4064","209168_at",-0.946158037626321,7.11222738960748,-11.0536849574798,1.77143423184361e-19,6.71307295717197e-18,33.6588432101352,"GPM6B","glycoprotein M6B"
"3802","208758_at",0.880549034953907,9.98268276093458,11.0484228530406,1.82095008688623e-19,6.88900352904684e-18,33.6314460433174,"ATIC","5-aminoimidazole-4-carboxamide ribonucleotide formyltransferase/IMP cyclohydrolase"
"4536","210038_at",-0.514946421587615,8.7129267288972,-11.0468347960382,1.83616402601746e-19,6.93478694775374e-18,33.6231776464931,"PRKCQ","protein kinase C theta"
"1436","202992_at",-1.77556603556791,9.44045517259813,-11.0461806600806,1.84246774400537e-19,6.94682042972447e-18,33.6197717911776,"C7","complement C7"
"2197","204422_s_at",-0.673036814687547,4.80347947571028,-11.0437679193513,1.86590656571474e-19,7.02331013578067e-18,33.6072093844265,"FGF2","fibroblast growth factor 2"
"2927","205805_s_at",-0.838101763715342,7.65185676509346,-11.0416223290815,1.88700081370192e-19,7.0907317254165e-18,33.5960377953297,"ROR1","receptor tyrosine kinase like orphan receptor 1"
"4279","209513_s_at",-0.83668679358972,9.0257023241028,-11.0374526338307,1.92868029181839e-19,7.2336187580906e-18,33.574326751034,"HSDL2","hydroxysteroid dehydrogenase like 2"
"5697","212813_at",-0.88112240008445,9.66279147529907,-11.0371719622136,1.93151871878289e-19,7.2336187580906e-18,33.5728653120683,"JAM3","junctional adhesion molecule 3"
"531","201425_at",-1.00228913303378,11.2724444243178,-11.0357918656149,1.94553657497655e-19,7.27104310806313e-18,33.5656792026514,"ALDH2","aldehyde dehydrogenase 2 family member"
"1361","202861_at",-1.08875800467242,9.32448345061682,-11.0355466555881,1.94803784746833e-19,7.27104310806313e-18,33.5644023973673,"PER1","period circadian regulator 1"
"9242","222173_s_at",-0.737121548114007,7.15486477073832,-11.0298849633732,2.00669410309029e-19,7.47745229082958e-18,33.5349215247466,"TBC1D2","TBC1 domain family member 2"
"7148","216623_x_at",2.311316003019,6.90349911701869,11.0210582278441,2.10168832990179e-19,7.81835076046773e-18,33.4889580566033,"TOX3","TOX high mobility group box family member 3"
"2899","205755_at",-0.601497616108371,6.04132234137383,-11.0186733856244,2.12811814456723e-19,7.90347610256526e-18,33.4765390570021,"ITIH3","inter-alpha-trypsin inhibitor heavy chain 3"
"912","202014_at",-1.13842602922449,8.21740646541122,-11.0141854087121,2.17876152529578e-19,8.06467492826674e-18,33.4531675739497,"PPP1R15A","protein phosphatase 1 regulatory subunit 15A"
"6893","215800_at",-0.779733959612597,6.2771205403271,-11.0144878906078,2.17531064268293e-19,8.06467492826674e-18,33.4547427907097,"DUOX1","dual oxidase 1"
"527","201418_s_at",1.04950083846094,9.0538839598785,11.0129548172243,2.19285740317699e-19,8.10338996931888e-18,33.4467590682685,"SOX4","SRY-box transcription factor 4"
"7978","218732_at",0.643529032214634,8.83117094926168,11.0101814241197,2.22496107585461e-19,8.2084118631239e-18,33.4323160045587,"PTRH2","peptidyl-tRNA hydrolase 2"
"9381","38037_at",-1.37518073048135,7.84632363824299,-11.0012203994709,2.33194220430456e-19,8.58887076669729e-18,33.3856478939682,"HBEGF","heparin binding EGF like growth factor"
"2920","205792_at",-0.994731767023922,7.61832562118692,-10.9954353400912,2.40372758008374e-19,8.83865704076006e-18,33.3555186224039,"CCN5","cellular communication network factor 5"
"8055","218883_s_at",1.49475529875193,7.70443701424299,10.9913012650883,2.45637786972302e-19,9.01737530000628e-18,33.333987268384,"CENPU","centromere protein U"
"936","202068_s_at",-1.38945718912597,9.73748914437383,-10.9707637223511,2.73555906590136e-19,1.00257339910329e-17,33.2270149679264,"LDLR","low density lipoprotein receptor"
"7647","218163_at",0.857017224673815,8.87898458891589,10.9688936916559,2.76250621248315e-19,1.0107869611291e-17,33.2172740838537,"MCTS1","MCTS1 re-initiation and release factor"
"5801","213011_s_at",0.795566941998596,11.7689961986916,10.9555161135326,2.96318689119925e-19,1.0824375983048e-17,33.147588162115,"TPI1","triosephosphate isomerase 1"
"2095","204223_at",-1.10965446362069,9.2824368361028,-10.9449163426033,3.13251055281711e-19,1.14241788295292e-17,33.0923687414759,"PRELP","proline and arginine rich end leucine rich repeat protein"
"1071","202310_s_at",2.32832187591977,11.4076299440374,10.93854830046,3.23885870243067e-19,1.17927268735723e-17,33.0591929967939,"COL1A1","collagen type I alpha 1 chain"
"6044","213489_at",-0.624100061583746,8.31529673478505,-10.9374428563939,3.25768474865906e-19,1.18419232062594e-17,33.0534338256536,"MAPRE2","microtubule associated protein RP/EB family member 2"
"1360","202857_at",0.838401661834967,10.1969252291776,10.9367839558152,3.26895809344892e-19,1.18635493805085e-17,33.0500010526232,"CNPY2","canopy FGF signaling regulator 2"
"3493","207668_x_at",0.809593707869801,10.9978153825047,10.9290260708111,3.40466418921466e-19,1.23359564436212e-17,33.009582758456,"PDIA6","protein disulfide isomerase family A member 6"
"4137","209302_at",0.729203328463409,9.64864191328037,10.9280448227215,3.42222587456529e-19,1.23794576563212e-17,33.0044703773273,"POLR2H","RNA polymerase II, I and III subunit H"
"9493","56256_at",-0.857405541573891,10.4279351757944,-10.9272136393409,3.43717273307949e-19,1.24133743940373e-17,33.0001398252746,"SIDT2","SID1 transmembrane family member 2"
"3852","208843_s_at",0.745778681978177,9.43551143891589,10.9213155193203,3.54513051213724e-19,1.27825474436819e-17,32.9694094783694,"GORASP2","golgi reassembly stacking protein 2"
"2748","205450_at",0.537246221686837,7.60277389090654,10.9174272687538,3.61815016189345e-19,1.30247560674429e-17,32.94915043809,"PHKA1","phosphorylase kinase regulatory subunit alpha 1"
"4423","209803_s_at",2.00846279072379,7.3633109448785,10.9166954356735,3.63206110386514e-19,1.30537447705527e-17,32.9453373071817,"PHLDA2","pleckstrin homology like domain family A member 2"
"1590","203296_s_at",-0.813474640283597,4.99836507950467,-10.9121692986843,3.71929305772314e-19,1.33457338494758e-17,32.9217540874453,"ATP1A2","ATPase Na+/K+ transporting subunit alpha 2"
"9370","37512_at",-1.97824627140359,7.42067014769159,-10.9054618478273,3.85243742149214e-19,1.38012641580562e-17,32.8868042584682,"HSD17B6","hydroxysteroid 17-beta dehydrogenase 6"
"8769","220758_s_at",-0.631854822784311,7.3691006743271,-10.9050541794617,3.86068185088828e-19,1.38085993071177e-17,32.8846800251504,"ROBO4","roundabout guidance receptor 4"
"7344","217504_at",-0.608253658660099,6.66982355946729,-10.8988607366128,3.98812885782236e-19,1.42415825863551e-17,32.8524073933359,"ABCA6","ATP binding cassette subfamily A member 6"
"1715","203543_s_at",-1.52166992920373,7.16413050906542,-10.896786890275,4.0317383894168e-19,1.43742762450199e-17,32.8416008299787,"KLF9","KLF transcription factor 9"
"3740","208639_x_at",0.784680218857146,10.8466968105234,10.8807283044716,4.38598804194195e-19,1.56122957729381e-17,32.7579178133397,"PDIA6","protein disulfide isomerase family A member 6"
"3530","207828_s_at",1.3416688217449,7.94211288790654,10.880395161437,4.39365796891565e-19,1.5613526092679e-17,32.7561817012263,"CENPF","centromere protein F"
"4136","209301_at",-1.66988079767699,8.20784104540187,-10.8801050758162,4.40034752331481e-19,1.5613526092679e-17,32.7546699724777,"CA2","carbonic anhydrase 2"
"3139","206377_at",-1.05340330007601,8.84231997350467,-10.8765038247758,4.48424852393378e-19,1.58859316150742e-17,32.7359025316741,"FOXF2","forkhead box F2"
"5501","212419_at",-0.793485695196694,9.40042632816822,-10.8749252877842,4.52152789320344e-19,1.59925723879766e-17,32.7276760958699,"ZCCHC24","zinc finger CCHC-type containing 24"
"8024","218826_at",0.821049432937716,8.46652613654206,10.8744021485698,4.53395087987073e-19,1.6011097853591e-17,32.7249497787848,"SLC35F2","solute carrier family 35 member F2"
"309","201037_at",1.42357997123715,8.49687924101869,10.8563209942567,4.98498415758499e-19,1.75482467588415e-17,32.6307165735436,"PFKP","phosphofructokinase, platelet"
"1411","202949_s_at",1.44323643072696,9.74056910380374,10.8563683802248,4.9837452756685e-19,1.75482467588415e-17,32.6309635442921,"FHL2","four and a half LIM domains 2"
"1196","202552_s_at",-1.09193174421956,6.4295195788972,-10.8557319573015,5.00040998581602e-19,1.7574784812924e-17,32.6276465696296,"CRIM1","cysteine rich transmembrane BMP regulator 1"
"187","200822_x_at",0.740708202748058,11.9631607176636,10.8510807920846,5.12390602152581e-19,1.79240185051271e-17,32.6034048572203,"TPI1","triosephosphate isomerase 1"
"4023","209106_at",-0.716995582476779,8.4509566311215,-10.8512373719294,5.11969932755806e-19,1.79240185051271e-17,32.6042209542223,"NCOA1","nuclear receptor coactivator 1"
"9238","222162_s_at",-1.88116385807952,8.65056115883178,-10.8514317370657,5.11448229802288e-19,1.79240185051271e-17,32.6052339880534,"ADAMTS1","ADAM metallopeptidase with thrombospondin type 1 motif 1"
"6656","215028_at",-1.48982083476496,5.32630067924299,-10.8488887836214,5.18316136023904e-19,1.80745515790621e-17,32.5919800090114,"SEMA6A","semaphorin 6A"
"7661","218186_at",0.902584057694927,9.64756250909346,10.849112522927,5.1770818392989e-19,1.80745515790621e-17,32.5931461536308,"RAB25","RAB25, member RAS oncogene family"
"1456","203029_s_at",-0.680506732589726,7.70194263692523,-10.8472529876989,5.22782742839984e-19,1.8201824779224e-17,32.5834540929439,"PTPRN2","protein tyrosine phosphatase receptor type N2"
"5347","212143_s_at",1.67065236109606,9.62537217686916,10.8298316240406,5.7281039302388e-19,1.99125335222326e-17,32.4926485507867,"IGFBP3","insulin like growth factor binding protein 3"
"9187","222036_s_at",1.26355103844581,7.43502969073832,10.8262237091293,5.83755446722966e-19,2.02614059491088e-17,32.4738421199533,"MCM4","minichromosome maintenance complex component 4"
"9162","221962_s_at",0.704794324363471,7.81735431508411,10.8231161004428,5.93350421580257e-19,2.05624066004244e-17,32.4576433262471,"UBE2H","ubiquitin conjugating enzyme E2 H"
"2252","204500_s_at",-0.698257326891278,7.09207258184112,-10.8089706411459,6.39059600274905e-19,2.21120575666548e-17,32.383905683119,"AGTPBP1","ATP/GTP binding carboxypeptidase 1"
"8664","220327_at",-0.866207596462348,7.10770248430841,-10.8059568868301,6.49244720452428e-19,2.2429643574948e-17,32.3681949807842,"VGLL3","vestigial like family member 3"
